Student Name,Student ID,Major,Most Consistent Payment Day
Michael Harrison,SID5917,Physics,27
Daniel McLaughlin,SID5918,Engineering,18
Lisa Smith,SID5919,Biology,1
Michael Conner,SID5920,Physics,17
Lisa Davis,SID5921,Physics,20
Daniel Harrison,SID5922,Art,9
Lisa Johnson,SID5923,Physics,6
Sarah Hess,SID5924,Mathematics,21
Richard Taylor,SID5925,Computer Science,5
Scott Johnson,SID5926,Mathematics,26
Sarah Hess,SID5927,Art,11
Beth Conner,SID5928,Physics,28
Daniel Johnson,SID5929,Mathematics,17
Richard Taylor,SID5930,Physics,26
Beth McLaughlin,SID5931,Mathematics,21
Beth Johnson,SID5932,Psychology,28
Emily Brown,SID5933,Computer Science,17
Scott Conner,SID5934,Biology,23
Emily McLaughlin,SID5935,Computer Science,6
Beth Hess,SID5936,Psychology,5
Daniel Smith,SID5937,Biology,24
Michael Guerra,SID5938,Engineering,28
Michael Conner,SID5939,Medicine,26
Sarah Hess,SID5940,Biology,29
James Hess,SID5941,Physics,10
Jessica Harrison,SID5942,Art,17
Sarah Conner,SID5943,Engineering,17
Beth Davis,SID5944,Biology,12
Daniel McLaughlin,SID5945,Art,8
Michael Taylor,SID5946,Engineering,13
Lisa Smith,SID5947,Medicine,3
Michael Davis,SID5948,Psychology,4
Scott Johnson,SID5949,Engineering,22
Emily Smith,SID5950,Mathematics,16
Daniel Harrison,SID5951,Art,16
James Taylor,SID5952,Biology,10
Jessica Hess,SID5953,Biology,27
Michael Harrison,SID5954,Computer Science,27
Daniel Hess,SID5955,Art,14
Richard Davis,SID5956,Physics,1
Beth Brown,SID5957,Physics,3
Sarah Guerra,SID5958,Mathematics,11
James Guerra,SID5959,Medicine,30
Sarah McLaughlin,SID5960,Art,14
Michael Hess,SID5961,Biology,14
James Smith,SID5962,Biology,28
Sarah Smith,SID5963,Computer Science,1
Lisa Brown,SID5964,Computer Science,28
Jessica Smith,SID5965,Art,28
Daniel Harrison,SID5966,Medicine,20
James Johnson,SID5967,Physics,30
Sarah Hess,SID5968,Biology,29
James Hess,SID5969,Medicine,14
Scott Hess,SID5970,Mathematics,19
Emily Conner,SID5971,Medicine,23
Scott Taylor,SID5972,Medicine,2
Daniel Harrison,SID5973,Computer Science,18
Emily Johnson,SID5974,Mathematics,26
Daniel Smith,SID5975,Medicine,16
Michael Guerra,SID5976,Engineering,19
Beth Hess,SID5977,Psychology,20
Michael McLaughlin,SID5978,Biology,9
Jessica McLaughlin,SID5979,Biology,6
Daniel Guerra,SID5980,Psychology,24
Sarah Harrison,SID5981,Biology,7
Beth Harrison,SID5982,Mathematics,6
James Johnson,SID5983,Mathematics,7
Lisa Taylor,SID5984,Physics,20
Lisa McLaughlin,SID5985,Psychology,5
Michael Harrison,SID5986,Mathematics,4
Beth Guerra,SID5987,Medicine,28
Emily McLaughlin,SID5988,Psychology,2
James Harrison,SID5989,Mathematics,9
Beth Conner,SID5990,Medicine,23
Sarah Brown,SID5991,Mathematics,19
Emily Guerra,SID5992,Psychology,2
Emily Smith,SID5993,Physics,11
Scott Taylor,SID5994,Biology,4
Scott Taylor,SID5995,Art,28
Richard Harrison,SID5996,Mathematics,2
Sarah Brown,SID5997,Art,17
Michael Harrison,SID5998,Biology,13
James Smith,SID5999,Engineering,27
Scott Guerra,SID6000,Biology,11
Sarah Conner,SID6001,Medicine,11
James Hess,SID6002,Engineering,5
Emily Harrison,SID6003,Computer Science,24
Sarah Brown,SID6004,Medicine,30
Beth McLaughlin,SID6005,Biology,13
Scott Harrison,SID6006,Biology,11
Beth Harrison,SID6007,Psychology,8
Michael McLaughlin,SID6008,Physics,10
Jessica Davis,SID6009,Medicine,25
Lisa Guerra,SID6010,Engineering,15
Richard Johnson,SID6011,Psychology,7
Emily Conner,SID6012,Engineering,24
Emily Smith,SID6013,Art,29
Richard Harrison,SID6014,Biology,21
Sarah McLaughlin,SID6015,Physics,21
Richard McLaughlin,SID6016,Computer Science,1
Lisa Conner,SID6017,Engineering,24
Richard Johnson,SID6018,Art,2
Scott McLaughlin,SID6019,Biology,20
James Taylor,SID6020,Biology,28
James Taylor,SID6021,Physics,3
Emily Hess,SID6022,Physics,22
Daniel Johnson,SID6023,Mathematics,29
Scott Taylor,SID6024,Psychology,3
Beth McLaughlin,SID6025,Computer Science,17
Scott Guerra,SID6026,Biology,9
Sarah McLaughlin,SID6027,Engineering,21
Richard McLaughlin,SID6028,Art,4
Sarah Harrison,SID6029,Psychology,26
Beth Hess,SID6030,Psychology,29
Michael Taylor,SID6031,Physics,30
Beth Harrison,SID6032,Computer Science,19
Beth Brown,SID6033,Engineering,21
Emily Taylor,SID6034,Physics,2
Emily Johnson,SID6035,Mathematics,19
Lisa Hess,SID6036,Physics,13
Sarah McLaughlin,SID6037,Medicine,21
Lisa Smith,SID6038,Biology,25
Beth Davis,SID6039,Medicine,29
Beth Davis,SID6040,Computer Science,1
Daniel Brown,SID6041,Medicine,22
James Hess,SID6042,Medicine,19
Michael Taylor,SID6043,Art,5
Jessica Johnson,SID6044,Physics,27
James Guerra,SID6045,Physics,4
Sarah Conner,SID6046,Engineering,14
Lisa Brown,SID6047,Medicine,24
Lisa McLaughlin,SID6048,Engineering,2
Scott Smith,SID6049,Medicine,28
James Conner,SID6050,Mathematics,3
Daniel Smith,SID6051,Engineering,19
Michael Brown,SID6052,Engineering,17
Beth Guerra,SID6053,Engineering,19
Lisa Guerra,SID6054,Biology,26
Beth Davis,SID6055,Psychology,23
Emily Davis,SID6056,Biology,21
Beth McLaughlin,SID6057,Physics,21
Richard Harrison,SID6058,Biology,19
Emily Conner,SID6059,Computer Science,22
Jessica Johnson,SID6060,Engineering,10
Daniel Guerra,SID6061,Mathematics,17
Scott McLaughlin,SID6062,Physics,21
Richard Davis,SID6063,Mathematics,27
Jessica Johnson,SID6064,Psychology,10
Beth Johnson,SID6065,Physics,27
James Smith,SID6066,Biology,9
Emily McLaughlin,SID6067,Physics,28
Jessica Harrison,SID6068,Biology,16
Sarah Johnson,SID6069,Mathematics,13
Emily Davis,SID6070,Medicine,6
Lisa Brown,SID6071,Physics,16
Beth Davis,SID6072,Engineering,11
Sarah McLaughlin,SID6073,Art,9
Michael Brown,SID6074,Engineering,15
Michael Guerra,SID6075,Art,12
Beth Guerra,SID6076,Psychology,22
Sarah Smith,SID6077,Psychology,18
James Guerra,SID6078,Physics,1
Jessica McLaughlin,SID6079,Medicine,11
Richard Smith,SID6080,Computer Science,27
Emily Davis,SID6081,Mathematics,17
Scott Brown,SID6082,Physics,29
Sarah Guerra,SID6083,Biology,2
Jessica Johnson,SID6084,Art,1
Daniel Brown,SID6085,Biology,9
Sarah Brown,SID6086,Biology,28
Jessica McLaughlin,SID6087,Mathematics,26
James Guerra,SID6088,Physics,22
Daniel Davis,SID6089,Art,6
Lisa Harrison,SID6090,Psychology,24
Lisa Smith,SID6091,Biology,8
Richard Davis,SID6092,Physics,16
Michael Brown,SID6093,Psychology,8
Jessica Smith,SID6094,Art,29
Richard McLaughlin,SID6095,Medicine,4
Scott Hess,SID6096,Medicine,30
James Taylor,SID6097,Biology,23
Emily Davis,SID6098,Psychology,26
Daniel Brown,SID6099,Medicine,3
Lisa Smith,SID6100,Mathematics,11
Sarah Conner,SID6101,Psychology,10
Beth Harrison,SID6102,Art,25
Richard McLaughlin,SID6103,Engineering,3
Scott Davis,SID6104,Computer Science,7
Sarah Taylor,SID6105,Engineering,15
Beth Brown,SID6106,Medicine,12
Jessica Guerra,SID6107,Engineering,13
Sarah Hess,SID6108,Computer Science,5
Michael Davis,SID6109,Biology,17
Sarah Smith,SID6110,Computer Science,13
Beth Taylor,SID6111,Art,1
Daniel Taylor,SID6112,Medicine,1
Scott Davis,SID6113,Art,3
Michael Hess,SID6114,Psychology,25
Richard Taylor,SID6115,Biology,24
Daniel Guerra,SID6116,Biology,21
Michael Conner,SID6117,Medicine,13
Lisa Smith,SID6118,Biology,5
Beth Johnson,SID6119,Computer Science,29
Sarah Conner,SID6120,Mathematics,1
Sarah Davis,SID6121,Computer Science,16
Sarah Guerra,SID6122,Medicine,7
Scott Davis,SID6123,Art,4
Lisa Harrison,SID6124,Computer Science,14
Lisa Davis,SID6125,Art,30
Emily Davis,SID6126,Biology,26
Jessica Hess,SID6127,Medicine,22
Scott Conner,SID6128,Psychology,1
Sarah Hess,SID6129,Mathematics,6
Richard Smith,SID6130,Mathematics,19
Emily Guerra,SID6131,Mathematics,25
Daniel McLaughlin,SID6132,Physics,5
Michael Taylor,SID6133,Art,24
Lisa Hess,SID6134,Art,22
Scott Smith,SID6135,Engineering,20
Michael Davis,SID6136,Computer Science,13
Beth McLaughlin,SID6137,Mathematics,29
Beth Brown,SID6138,Engineering,12
Jessica Taylor,SID6139,Art,8
Beth Brown,SID6140,Art,28
Richard Conner,SID6141,Art,7
Lisa Johnson,SID6142,Art,11
Lisa McLaughlin,SID6143,Art,20
Scott Hess,SID6144,Mathematics,28
Richard Harrison,SID6145,Art,12
Jessica Guerra,SID6146,Physics,18
James Taylor,SID6147,Physics,8
Jessica Taylor,SID6148,Psychology,4
Emily Davis,SID6149,Mathematics,7
Michael Harrison,SID6150,Computer Science,22
Jessica Conner,SID6151,Art,9
Jessica Taylor,SID6152,Art,24
Lisa Taylor,SID6153,Medicine,8
Daniel Smith,SID6154,Physics,26
Richard Guerra,SID6155,Art,11
Daniel McLaughlin,SID6156,Biology,28
Lisa Smith,SID6157,Medicine,23
Scott Harrison,SID6158,Biology,13
James Davis,SID6159,Computer Science,30
James Johnson,SID6160,Engineering,19
Michael Hess,SID6161,Psychology,16
Beth Smith,SID6162,Psychology,14
Daniel Conner,SID6163,Art,4
James Harrison,SID6164,Physics,21
James Davis,SID6165,Engineering,3
Daniel Harrison,SID6166,Engineering,1
Daniel Hess,SID6167,Biology,5
Sarah Davis,SID6168,Biology,12
Beth Conner,SID6169,Psychology,24
Michael Guerra,SID6170,Mathematics,26
Beth Conner,SID6171,Mathematics,21
Beth Conner,SID6172,Computer Science,27
James Davis,SID6173,Art,21
Lisa Hess,SID6174,Biology,25
Michael Guerra,SID6175,Psychology,5
Richard Conner,SID6176,Biology,15
Beth McLaughlin,SID6177,Psychology,24
Lisa Harrison,SID6178,Art,1
James Johnson,SID6179,Mathematics,13
Jessica Harrison,SID6180,Biology,8
Lisa Davis,SID6181,Art,8
Jessica Conner,SID6182,Psychology,27
Daniel Harrison,SID6183,Art,4
Sarah Conner,SID6184,Psychology,29
Daniel Brown,SID6185,Psychology,15
Richard Hess,SID6186,Engineering,26
Scott McLaughlin,SID6187,Engineering,29
Beth Conner,SID6188,Engineering,21
Michael Conner,SID6189,Medicine,9
Sarah Smith,SID6190,Physics,22
Michael Johnson,SID6191,Medicine,5
James Smith,SID6192,Mathematics,15
Sarah Smith,SID6193,Art,30
James Hess,SID6194,Engineering,7
Scott Brown,SID6195,Physics,29
Emily Conner,SID6196,Computer Science,6
Richard Taylor,SID6197,Computer Science,30
Sarah Johnson,SID6198,Medicine,21
Jessica Conner,SID6199,Biology,16
Scott Taylor,SID6200,Art,15
Daniel Smith,SID6201,Art,23
Beth McLaughlin,SID6202,Biology,2
Michael Guerra,SID6203,Medicine,6
Sarah Hess,SID6204,Biology,12
Lisa Brown,SID6205,Engineering,18
Michael McLaughlin,SID6206,Engineering,2
Daniel Davis,SID6207,Mathematics,11
James Davis,SID6208,Computer Science,12
James Guerra,SID6209,Psychology,4
Richard Taylor,SID6210,Psychology,10
Daniel Brown,SID6211,Mathematics,20
Sarah Hess,SID6212,Psychology,25
Daniel Harrison,SID6213,Engineering,5
Michael McLaughlin,SID6214,Medicine,14
Sarah McLaughlin,SID6215,Physics,2
Sarah Davis,SID6216,Physics,17
Beth Smith,SID6217,Computer Science,10
Michael Hess,SID6218,Psychology,8
Beth Hess,SID6219,Computer Science,23
Emily Johnson,SID6220,Computer Science,11
Sarah Conner,SID6221,Mathematics,28
Michael McLaughlin,SID6222,Computer Science,1
Sarah Smith,SID6223,Medicine,2
Lisa Brown,SID6224,Art,18
Sarah Brown,SID6225,Physics,18
Emily Brown,SID6226,Computer Science,29
Daniel Taylor,SID6227,Medicine,30
James Hess,SID6228,Engineering,12
James Guerra,SID6229,Psychology,24
James Hess,SID6230,Mathematics,9
Lisa Conner,SID6231,Medicine,3
Daniel Johnson,SID6232,Art,2
Jessica Smith,SID6233,Psychology,23
Lisa Brown,SID6234,Medicine,18
Sarah Smith,SID6235,Mathematics,19
Michael Guerra,SID6236,Computer Science,8
Scott Conner,SID6237,Physics,20
Richard Brown,SID6238,Engineering,22
Jessica Brown,SID6239,Psychology,5
Emily Guerra,SID6240,Physics,18
Sarah Taylor,SID6241,Biology,5
Richard Conner,SID6242,Engineering,30
Beth Harrison,SID6243,Engineering,24
Beth Smith,SID6244,Psychology,6
Daniel Guerra,SID6245,Psychology,21
Daniel Johnson,SID6246,Medicine,24
Scott Taylor,SID6247,Engineering,19
Jessica Hess,SID6248,Computer Science,7
Lisa Harrison,SID6249,Medicine,24
Richard Conner,SID6250,Medicine,29
Jessica Johnson,SID6251,Medicine,25
James Conner,SID6252,Art,15
Richard McLaughlin,SID6253,Biology,10
Emily Conner,SID6254,Medicine,28
Sarah Taylor,SID6255,Medicine,8
Scott Harrison,SID6256,Computer Science,10
Sarah McLaughlin,SID6257,Psychology,5
Jessica Hess,SID6258,Physics,25
Richard Davis,SID6259,Mathematics,4
James Conner,SID6260,Mathematics,26
Jessica Hess,SID6261,Medicine,26
Beth Taylor,SID6262,Computer Science,15
Beth Harrison,SID6263,Engineering,12
Jessica Brown,SID6264,Biology,21
Emily Harrison,SID6265,Psychology,27
Jessica Taylor,SID6266,Art,1
Emily Guerra,SID6267,Medicine,21
Beth Conner,SID6268,Medicine,6
Michael Smith,SID6269,Mathematics,29
Jessica Brown,SID6270,Mathematics,20
Daniel Guerra,SID6271,Art,14
Sarah McLaughlin,SID6272,Biology,16
Jessica Taylor,SID6273,Biology,4
Daniel Johnson,SID6274,Computer Science,28
Michael Hess,SID6275,Computer Science,1
Richard Conner,SID6276,Engineering,6
Richard Taylor,SID6277,Psychology,25
Jessica Brown,SID6278,Art,15
Lisa Hess,SID6279,Medicine,16
Sarah McLaughlin,SID6280,Physics,21
Emily Conner,SID6281,Biology,17
Jessica Johnson,SID6282,Physics,3
Jessica Hess,SID6283,Mathematics,3
Scott Guerra,SID6284,Psychology,20
James Johnson,SID6285,Computer Science,14
Jessica Taylor,SID6286,Mathematics,14
Sarah Davis,SID6287,Medicine,15
Lisa Brown,SID6288,Engineering,5
Lisa Davis,SID6289,Engineering,6
Scott Taylor,SID6290,Psychology,25
James Taylor,SID6291,Physics,15
Beth Brown,SID6292,Art,25
Richard Guerra,SID6293,Psychology,30
Sarah Davis,SID6294,Engineering,25
Richard Harrison,SID6295,Art,27
Scott Johnson,SID6296,Medicine,20
Michael Harrison,SID6297,Physics,29
Sarah Smith,SID6298,Computer Science,10
Daniel Guerra,SID6299,Computer Science,17
Michael Conner,SID6300,Computer Science,18
Beth Guerra,SID6301,Psychology,29
Jessica Hess,SID6302,Medicine,1
Beth Conner,SID6303,Psychology,7
Jessica Guerra,SID6304,Psychology,16
Jessica McLaughlin,SID6305,Physics,5
Lisa Guerra,SID6306,Mathematics,12
Emily Smith,SID6307,Medicine,28
Sarah Brown,SID6308,Mathematics,24
Jessica Johnson,SID6309,Physics,15
Jessica McLaughlin,SID6310,Art,7
Beth McLaughlin,SID6311,Medicine,27
Jessica Taylor,SID6312,Art,3
Beth Smith,SID6313,Art,23
Lisa Harrison,SID6314,Computer Science,7
Emily Hess,SID6315,Medicine,18
Richard Conner,SID6316,Physics,9
Sarah Brown,SID6317,Physics,11
Sarah Brown,SID6318,Computer Science,5
Emily Hess,SID6319,Mathematics,30
Scott Johnson,SID6320,Engineering,29
James Conner,SID6321,Computer Science,26
Sarah Smith,SID6322,Medicine,27
Daniel Johnson,SID6323,Mathematics,11
Michael Smith,SID6324,Mathematics,6
Daniel Davis,SID6325,Art,7
Michael Guerra,SID6326,Art,7
Daniel Smith,SID6327,Engineering,19
Richard Davis,SID6328,Engineering,9
Daniel Brown,SID6329,Mathematics,19
Scott Hess,SID6330,Computer Science,25
Scott Conner,SID6331,Engineering,27
Sarah Hess,SID6332,Medicine,19
Scott Brown,SID6333,Physics,30
Michael Davis,SID6334,Biology,28
Sarah Brown,SID6335,Biology,16
Emily Smith,SID6336,Physics,9
Richard Hess,SID6337,Art,25
Richard Hess,SID6338,Engineering,7
Michael Taylor,SID6339,Computer Science,25
Michael Conner,SID6340,Mathematics,17
Michael Guerra,SID6341,Biology,2
Michael Johnson,SID6342,Medicine,16
Emily McLaughlin,SID6343,Art,22
Sarah Taylor,SID6344,Engineering,29
Emily McLaughlin,SID6345,Art,6
James Davis,SID6346,Psychology,11
Beth McLaughlin,SID6347,Engineering,16
Daniel Taylor,SID6348,Physics,25
Michael Conner,SID6349,Art,1
Sarah Davis,SID6350,Mathematics,29
Emily McLaughlin,SID6351,Medicine,15
Michael Taylor,SID6352,Computer Science,16
Sarah Johnson,SID6353,Biology,17
Michael Conner,SID6354,Engineering,4
James McLaughlin,SID6355,Medicine,17
Lisa Hess,SID6356,Mathematics,2
Daniel McLaughlin,SID6357,Computer Science,13
Richard Brown,SID6358,Art,2
Scott Smith,SID6359,Medicine,22
Beth Smith,SID6360,Psychology,24
Sarah Smith,SID6361,Computer Science,23
Richard Guerra,SID6362,Biology,2
James Johnson,SID6363,Art,3
Michael Hess,SID6364,Engineering,27
Scott Hess,SID6365,Engineering,26
Lisa Harrison,SID6366,Art,3
Scott McLaughlin,SID6367,Physics,1
Lisa Guerra,SID6368,Engineering,12
Sarah Brown,SID6369,Art,27
Beth Guerra,SID6370,Biology,10
Sarah Johnson,SID6371,Physics,3
Scott Johnson,SID6372,Psychology,21
Michael Brown,SID6373,Engineering,10
Daniel Smith,SID6374,Mathematics,2
Emily Smith,SID6375,Biology,29
Sarah McLaughlin,SID6376,Biology,17
Emily Conner,SID6377,Mathematics,21
Michael Harrison,SID6378,Art,29
Michael Smith,SID6379,Physics,24
James Davis,SID6380,Biology,21
James Johnson,SID6381,Computer Science,25
Jessica Harrison,SID6382,Mathematics,20
James McLaughlin,SID6383,Art,6
Sarah Guerra,SID6384,Engineering,20
Sarah Harrison,SID6385,Engineering,19
Sarah Taylor,SID6386,Medicine,4
Jessica Johnson,SID6387,Mathematics,25
Michael Guerra,SID6388,Mathematics,11
Lisa Johnson,SID6389,Psychology,13
Emily Hess,SID6390,Psychology,30
Emily Guerra,SID6391,Psychology,17
Beth Brown,SID6392,Engineering,25
Jessica Brown,SID6393,Medicine,7
Beth Hess,SID6394,Psychology,16
James Conner,SID6395,Biology,7
James Guerra,SID6396,Psychology,13
Jessica Harrison,SID6397,Engineering,26
Emily Brown,SID6398,Computer Science,24
Scott McLaughlin,SID6399,Art,30
Lisa McLaughlin,SID6400,Biology,10
Lisa Brown,SID6401,Psychology,5
James Conner,SID6402,Medicine,16
Emily Taylor,SID6403,Medicine,9
James Guerra,SID6404,Computer Science,9
Emily Conner,SID6405,Psychology,8
Beth Smith,SID6406,Engineering,29
Sarah Hess,SID6407,Biology,8
Lisa McLaughlin,SID6408,Psychology,27
Michael Taylor,SID6409,Engineering,18
Richard Conner,SID6410,Engineering,22
Sarah Harrison,SID6411,Art,30
Jessica Taylor,SID6412,Biology,12
James Davis,SID6413,Biology,16
Michael Johnson,SID6414,Biology,9
Emily Taylor,SID6415,Biology,29
Daniel Brown,SID6416,Medicine,3
Beth Conner,SID6417,Psychology,10
James Brown,SID6418,Engineering,30
Emily Hess,SID6419,Physics,16
Scott Smith,SID6420,Physics,26
Richard McLaughlin,SID6421,Biology,10
Richard McLaughlin,SID6422,Computer Science,25
Sarah Johnson,SID6423,Art,16
Emily Conner,SID6424,Biology,22
Beth Guerra,SID6425,Medicine,1
Michael Taylor,SID6426,Psychology,3
James Guerra,SID6427,Physics,2
Beth Guerra,SID6428,Biology,17
Richard Johnson,SID6429,Biology,18
Scott Davis,SID6430,Computer Science,27
Beth Harrison,SID6431,Computer Science,28
Jessica Johnson,SID6432,Biology,14
Scott Brown,SID6433,Biology,15
Beth Johnson,SID6434,Medicine,16
Daniel Conner,SID6435,Biology,10
Emily Smith,SID6436,Physics,7
Michael Davis,SID6437,Art,17
Richard Taylor,SID6438,Biology,17
Lisa Brown,SID6439,Medicine,28
Richard McLaughlin,SID6440,Engineering,1
Sarah Harrison,SID6441,Physics,27
Beth Smith,SID6442,Psychology,19
James McLaughlin,SID6443,Engineering,24
James Hess,SID6444,Art,2
Richard Harrison,SID6445,Psychology,5
Michael McLaughlin,SID6446,Mathematics,11
Richard Guerra,SID6447,Mathematics,25
Michael Taylor,SID6448,Biology,4
Emily Taylor,SID6449,Physics,26
Michael Guerra,SID6450,Biology,19
Michael Taylor,SID6451,Mathematics,22
Daniel Hess,SID6452,Biology,11
Lisa Conner,SID6453,Physics,13
James Davis,SID6454,Art,10
Scott Smith,SID6455,Mathematics,14
Scott Smith,SID6456,Art,25
Beth Hess,SID6457,Medicine,8
Beth Conner,SID6458,Computer Science,29
Lisa Taylor,SID6459,Computer Science,20
James Guerra,SID6460,Biology,23
Lisa McLaughlin,SID6461,Physics,5
Daniel McLaughlin,SID6462,Physics,26
Jessica Smith,SID6463,Physics,16
James Brown,SID6464,Mathematics,8
Beth Taylor,SID6465,Engineering,8
Sarah Johnson,SID6466,Mathematics,6
Emily Smith,SID6467,Computer Science,25
James Brown,SID6468,Mathematics,7
Scott Harrison,SID6469,Computer Science,10
Beth Conner,SID6470,Art,6
Scott Smith,SID6471,Engineering,30
Michael Conner,SID6472,Biology,6
Emily Harrison,SID6473,Psychology,27
Michael Guerra,SID6474,Medicine,20
Daniel Johnson,SID6475,Mathematics,24
Lisa Brown,SID6476,Psychology,23
Daniel McLaughlin,SID6477,Mathematics,6
Lisa Smith,SID6478,Computer Science,6
Michael Hess,SID6479,Computer Science,8
James Guerra,SID6480,Psychology,21
Beth Conner,SID6481,Psychology,25
Daniel Davis,SID6482,Art,25
Scott Conner,SID6483,Biology,21
Beth Brown,SID6484,Physics,18
James Taylor,SID6485,Art,17
Scott Harrison,SID6486,Medicine,17
Richard Taylor,SID6487,Computer Science,2
Michael Smith,SID6488,Computer Science,22
Sarah Hess,SID6489,Mathematics,9
Daniel Davis,SID6490,Biology,14
Beth Guerra,SID6491,Art,21
Emily Guerra,SID6492,Art,3
Richard Davis,SID6493,Medicine,6
Emily McLaughlin,SID6494,Medicine,12
James McLaughlin,SID6495,Computer Science,10
Scott Harrison,SID6496,Mathematics,8
James Hess,SID6497,Biology,20
Michael Guerra,SID6498,Art,6
Michael Conner,SID6499,Medicine,13
Richard Guerra,SID6500,Biology,13
Richard Harrison,SID6501,Art,22
Scott Johnson,SID6502,Art,25
Lisa McLaughlin,SID6503,Mathematics,27
Sarah Guerra,SID6504,Engineering,21
Michael Guerra,SID6505,Biology,13
Daniel Smith,SID6506,Art,9
Daniel Taylor,SID6507,Engineering,16
Michael Hess,SID6508,Computer Science,23
Michael Taylor,SID6509,Medicine,17
Jessica Hess,SID6510,Biology,25
Lisa Harrison,SID6511,Psychology,26
Michael Conner,SID6512,Art,28
Sarah Harrison,SID6513,Mathematics,14
Lisa Conner,SID6514,Computer Science,11
Emily Davis,SID6515,Physics,2
Daniel Davis,SID6516,Physics,4
Beth Hess,SID6517,Mathematics,29
Emily Smith,SID6518,Art,2
Jessica Smith,SID6519,Computer Science,14
Michael Smith,SID6520,Psychology,23
Jessica Harrison,SID6521,Computer Science,5
Beth Harrison,SID6522,Mathematics,4
Sarah McLaughlin,SID6523,Engineering,24
Daniel Conner,SID6524,Psychology,28
Sarah Brown,SID6525,Biology,12
Scott Smith,SID6526,Physics,6
James Hess,SID6527,Engineering,3
Richard Hess,SID6528,Mathematics,26
Daniel Hess,SID6529,Biology,5
Emily Davis,SID6530,Physics,9
Daniel McLaughlin,SID6531,Medicine,27
James Smith,SID6532,Medicine,28
Sarah Taylor,SID6533,Art,11
Scott Conner,SID6534,Mathematics,18
Lisa Hess,SID6535,Physics,6
James Hess,SID6536,Art,25
Sarah Brown,SID6537,Engineering,14
Scott Smith,SID6538,Psychology,13
Jessica Hess,SID6539,Art,5
Sarah Brown,SID6540,Medicine,22
James Johnson,SID6541,Psychology,29
Jessica Hess,SID6542,Engineering,6
Michael Davis,SID6543,Physics,29
Richard Taylor,SID6544,Psychology,22
Emily Harrison,SID6545,Engineering,8
Sarah Conner,SID6546,Biology,21
Daniel Smith,SID6547,Mathematics,18
Daniel McLaughlin,SID6548,Medicine,6
Sarah Johnson,SID6549,Mathematics,14
Lisa Johnson,SID6550,Biology,19
Sarah Conner,SID6551,Physics,7
Michael Guerra,SID6552,Biology,7
Richard Guerra,SID6553,Physics,1
Jessica Hess,SID6554,Mathematics,14
Sarah Conner,SID6555,Computer Science,18
Lisa McLaughlin,SID6556,Engineering,12
Daniel Taylor,SID6557,Computer Science,10
Michael Harrison,SID6558,Art,13
Emily Smith,SID6559,Biology,30
Michael McLaughlin,SID6560,Art,8
Sarah Taylor,SID6561,Psychology,29
Jessica Taylor,SID6562,Medicine,19
Beth Conner,SID6563,Art,29
James Hess,SID6564,Art,27
Jessica Davis,SID6565,Computer Science,13
Richard Brown,SID6566,Biology,25
Scott Guerra,SID6567,Mathematics,25
Richard Harrison,SID6568,Art,12
Emily Guerra,SID6569,Biology,6
Emily Taylor,SID6570,Engineering,6
James Hess,SID6571,Computer Science,17
James Brown,SID6572,Biology,23
Michael Hess,SID6573,Art,22
Daniel Davis,SID6574,Physics,21
Jessica Davis,SID6575,Engineering,28
Michael Johnson,SID6576,Engineering,10
James Davis,SID6577,Art,5
Michael Smith,SID6578,Medicine,15
Michael Davis,SID6579,Engineering,29
Emily Smith,SID6580,Art,12
Michael Smith,SID6581,Medicine,27
Richard Hess,SID6582,Art,26
Emily McLaughlin,SID6583,Biology,18
Beth Hess,SID6584,Mathematics,14
Emily Taylor,SID6585,Physics,27
Michael Harrison,SID6586,Engineering,6
Jessica Johnson,SID6587,Biology,9
Daniel Conner,SID6588,Computer Science,23
Jessica Harrison,SID6589,Art,10
Sarah Guerra,SID6590,Mathematics,1
Lisa Brown,SID6591,Physics,29
Sarah Harrison,SID6592,Biology,10
Beth Conner,SID6593,Medicine,23
Richard Conner,SID6594,Medicine,12
Beth Conner,SID6595,Psychology,10
Michael Davis,SID6596,Biology,22
Michael Brown,SID6597,Psychology,3
Lisa Harrison,SID6598,Biology,13
Michael Harrison,SID6599,Medicine,5
Daniel McLaughlin,SID6600,Psychology,7
Michael Taylor,SID6601,Computer Science,19
James Brown,SID6602,Art,21
Richard McLaughlin,SID6603,Medicine,26
Jessica Guerra,SID6604,Biology,14
Michael Taylor,SID6605,Art,2
Richard Davis,SID6606,Art,27
Beth Johnson,SID6607,Art,29
Daniel Guerra,SID6608,Psychology,3
Michael Hess,SID6609,Mathematics,14
Jessica Harrison,SID6610,Engineering,7
Jessica Hess,SID6611,Computer Science,7
Sarah Taylor,SID6612,Engineering,20
Beth Conner,SID6613,Engineering,15
Beth Hess,SID6614,Physics,25
Sarah Brown,SID6615,Mathematics,4
Emily Taylor,SID6616,Engineering,8
Beth Guerra,SID6617,Mathematics,19
Daniel Brown,SID6618,Biology,11
Sarah Johnson,SID6619,Computer Science,3
Jessica Harrison,SID6620,Computer Science,4
Michael Johnson,SID6621,Computer Science,4
Emily Harrison,SID6622,Physics,20
Emily Smith,SID6623,Engineering,13
Jessica Conner,SID6624,Psychology,21
Beth Taylor,SID6625,Medicine,11
Michael Hess,SID6626,Mathematics,28
Scott Taylor,SID6627,Psychology,27
Daniel Taylor,SID6628,Computer Science,18
